관리번호,인허가일자,폐업일자,영업상태명,업태구분명,소재지전체주소,좌표정보X(EPSG5174),좌표정보Y(EPSG5174),open,close,adm_cd,adm_nm
3480000-101-1994-00010,1994-02-24,1999-01-29,폐업,한식,대구광역시 달성군 논공읍 북리 803-59,330452.5,248763.8,1994-02-24,1999-01-29,2771025300,달성군 논공읍
3480000-101-1995-00021,1995-02-25,2019-03-26,폐업,분식,대구광역시 달성군 가창면 용계리 534-1,346876.1,255998.6,1995-02-25,2019-03-26,2771031000,달성군 가창면
3480000-101-2019-00340,2019-12-30,,영업/정상,한식,대구광역시 달성군 논공읍 남리 224-112 1층,330088.6,248508.5,2019-12-30,,2771025300,달성군 논공읍
3480000-101-1998-00104,1998-10-08,,영업/정상,통닭(치킨),대구광역시 달성군 화원읍 천내리 241-1 외 2필지 1층,335174.3,257064.5,1998-10-08,,2771025000,달성군 화원읍
3480000-101-2023-00030,2023-02-15,,영업/정상,일식,대구광역시 달성군 유가읍 봉리 617 지상1층,332053.3,244590.0,2023-02-15,,2771025900,달성군 유가읍
3480000-101-2018-00294,2018-12-12,2023-12-14,폐업,식육(숯불구이),대구광역시 달성군 다사읍 죽곡리 19-16,332100.8,263267.0,2018-12-12,2023-12-14,2771025600,달성군 다사읍
3480000-101-2019-00073,2019-03-05,2023-11-07,폐업,기타,대구광역시 달성군 현풍읍 중리 478 1층,330983.4,244642.3,2019-03-05,2023-11-07,2771026500,달성군 현풍읍
3480000-101-2007-00068,2007-07-12,2016-09-02,폐업,한식,대구광역시 달성군 화원읍 천내리 138-1 301동 103호,335295.1,257206.8,2007-07-12,2016-09-02,2771025000,달성군 화원읍
3480000-101-2007-00078,2007-08-21,2007-12-26,폐업,한식,대구광역시 달성군 화원읍 천내리 30-5,335456.3,257212.4,2007-08-21,2007-12-26,2771025000,달성군 화원읍
3480000-101-2014-00015,2014-02-06,2024-04-30,폐업,한식,대구광역시 달성군 구지면 응암리 1202-6,328161.3,240635.1,2014-02-06,2024-04-30,2771038000,달성군 구지면
3480000-101-2013-00048,2013-04-25,2025-12-01,폐업,호프/통닭,대구광역시 달성군 다사읍 매곡리 1546-12 MA PLAZA 201호,332310.3,263014.0,2013-04-25,2025-12-01,2771025600,달성군 다사읍
3480000-101-2001-00188,2001-12-01,2011-08-24,폐업,통닭(치킨),대구광역시 달성군 화원읍 명곡리 111 명곡미래빌1단지 가동 상가 102호,335197.9,256463.1,2001-12-01,2011-08-24,2771025000,달성군 화원읍
3480000-101-1997-00115,1997-07-02,2020-09-29,폐업,한식,대구광역시 달성군 화원읍 명곡리 202-2,334586.3,256648.6,1997-07-02,2020-09-29,2771025000,달성군 화원읍
3480000-101-2019-00050,2019-02-19,2022-11-03,폐업,식육(숯불구이),대구광역시 달성군 현풍읍 중리 493 102호,331624.7,244621.6,2019-02-19,2022-11-03,2771026500,달성군 현풍읍
3480000-101-2014-00196,2014-11-05,2017-01-10,폐업,중국식,대구광역시 달성군 현풍읍 원교리 28-1 외1필지,330420.4,244743.9,2014-11-05,2017-01-10,2771026500,달성군 현풍읍
3480000-101-2017-00111,2017-05-08,2018-04-06,폐업,호프/통닭,대구광역시 달성군 옥포읍 강림리 1144,329942.1,254102.7,2017-05-08,2018-04-06,2771026200,달성군 옥포읍
3480000-101-2001-00176,2001-10-10,2022-04-11,폐업,분식,대구광역시 달성군 화원읍 명곡리 235,335013.3,256646.3,2001-10-10,2022-04-11,2771025000,달성군 화원읍
3480000-101-2000-00184,2000-09-29,2003-07-18,폐업,기타,대구광역시 달성군 화원읍 천내리 233-4,335063.4,257117.7,2000-09-29,2003-07-18,2771025000,달성군 화원읍
3480000-101-2024-00140,2024-07-12,,영업/정상,중국식,대구광역시 달성군 유가읍 봉리 617,332053.3,244590.0,2024-07-12,,2771025900,달성군 유가읍
3480000-101-2008-00112,2008-10-29,2017-09-06,폐업,한식,대구광역시 달성군 다사읍 매곡리 1521-14,332265.6,263638.5,2008-10-29,2017-09-06,2771025600,달성군 다사읍
3480000-101-2018-00146,2018-06-22,2020-07-21,폐업,기타,대구광역시 달성군 구지면 응암리 1179-7,327875.3,240194.9,2018-06-22,2020-07-21,2771038000,달성군 구지면
3480000-101-2003-00060,2003-06-25,,영업/정상,탕류(보신용),대구광역시 달성군 논공읍 북리 474-79,331225.7,248523.3,2003-06-25,,2771025300,달성군 논공읍
3480000-101-2020-00267,2020-12-21,,영업/정상,분식,대구광역시 달성군 다사읍 서재리 134-1 106호,335187.1,265018.2,2020-12-21,,2771025600,달성군 다사읍
3480000-101-2025-00090,2025-06-13,,영업/정상,경양식,대구광역시 달성군 유가읍 봉리 614-2,331993.4,244540.3,2025-06-13,,2771025900,달성군 유가읍
3480000-101-2015-00022,2015-02-03,,영업/정상,한식,대구광역시 달성군 논공읍 북리 824-69,330912.2,248717.1,2015-02-03,,2771025300,달성군 논공읍
3480000-101-2013-00125,2013-10-23,2026-02-26,폐업,한식,대구광역시 달성군 현풍읍 하리 83,330474.0,244867.6,2013-10-23,2026-02-26,2771026500,달성군 현풍읍
3480000-101-1990-00041,1990-10-10,,영업/정상,중국식,대구광역시 달성군 현풍읍 부리 417-1,330669.2,245057.3,1990-10-10,,2771026500,달성군 현풍읍
3480000-101-2010-00076,2010-06-16,,영업/정상,기타,대구광역시 달성군 논공읍 북리 803-15,330252.4,248775.3,2010-06-16,,2771025300,달성군 논공읍
3480000-101-2017-00036,2017-02-13,,영업/정상,중국식,대구광역시 달성군 유가읍 금리 1149-8,331559.5,242509.4,2017-02-13,,2771025900,달성군 유가읍
3480000-101-2023-00121,2023-05-10,,영업/정상,식육(숯불구이),대구광역시 달성군 다사읍 세천리 1570-4,333458.9,265129.1,2023-05-10,,2771025600,달성군 다사읍
3480000-101-2010-00024,2010-03-09,,영업/정상,한식,대구광역시 달성군 가창면 행정리 914,349796.2,254486.4,2010-03-09,,2771031000,달성군 가창면
3480000-101-2012-00163,2012-12-14,,영업/정상,한식,대구광역시 달성군 다사읍 매곡리 1551-1 지하1층,332431.3,262897.9,2012-12-14,,2771025600,달성군 다사읍
3480000-101-1995-00165,1995-11-13,2000-12-29,폐업,기타,대구광역시 달성군 화원읍 성산리 505 화원대백APT상가 1동 102호,334587.7,256752.3,1995-11-13,2000-12-29,2771025000,달성군 화원읍
3480000-101-1990-00017,1990-04-19,,영업/정상,통닭(치킨),대구광역시 달성군 다사읍 서재리 257-1 외 1필지,335215.2,264697.1,1990-04-19,,2771025600,달성군 다사읍
3480000-101-2001-00052,2001-06-07,,영업/정상,한식,대구광역시 달성군 화원읍 설화리 553-154,334377.9,256349.2,2001-06-07,,2771025000,달성군 화원읍
3480000-101-2019-00259,2019-09-19,,영업/정상,한식,대구광역시 달성군 옥포읍 교항리 2936 107호,330387.8,254464.6,2019-09-19,,2771026200,달성군 옥포읍
3480000-101-1995-00037,1995-04-01,,영업/정상,한식,대구광역시 달성군 다사읍 서재리 산 39-8,334117.6,264261.0,1995-04-01,,2771025600,달성군 다사읍
3480000-101-2010-00165,2010-12-16,,영업/정상,한식,대구광역시 달성군 가창면 주리 373-4,348147.3,251567.2,2010-12-16,,2771031000,달성군 가창면
3480000-101-2023-00157,2023-06-26,,영업/정상,기타,대구광역시 달성군 현풍읍 중리 341-2 명성빌,330843.3,244597.8,2023-06-26,,2771026500,달성군 현풍읍
3480000-101-2024-00135,2024-07-08,,영업/정상,식육(숯불구이),대구광역시 달성군 구지면 응암리 1200-3,328237.4,240682.0,2024-07-08,,2771038000,달성군 구지면
3480000-101-2018-00012,2018-01-23,2019-08-16,폐업,호프/통닭,대구광역시 달성군 현풍읍 중리 456-4,331401.7,245110.1,2018-01-23,2019-08-16,2771026500,달성군 현풍읍
3480000-101-1996-00162,1996-08-10,2000-12-29,폐업,한식,대구광역시 달성군 화원읍 천내리 353-1,,,1996-08-10,2000-12-29,,
3480000-101-1993-00079,1993-10-20,2000-06-27,폐업,한식,대구광역시 달성군 현풍읍 원교리 19-2,330357.7,244764.5,1993-10-20,2000-06-27,2771026500,달성군 현풍읍
3480000-101-2008-00097,2008-10-06,2020-07-01,폐업,식육(숯불구이),대구광역시 달성군 다사읍 매곡리 487 외 1필지,331674.2,263803.1,2008-10-06,2020-07-01,2771025600,달성군 다사읍
3480000-101-2010-00021,2010-03-03,2015-12-22,폐업,식육(숯불구이),대구광역시 달성군 화원읍 천내리 282,335097.2,257059.9,2010-03-03,2015-12-22,2771025000,달성군 화원읍
3480000-101-2011-00014,2011-02-09,2012-09-11,폐업,한식,대구광역시 달성군 논공읍 삼리리 500-4 (1층),327182.8,252791.5,2011-02-09,2012-09-11,2771025300,달성군 논공읍
3480000-101-2017-00070,2017-03-20,2021-04-19,폐업,식육(숯불구이),"대구광역시 달성군 유가읍 봉리 618 테크노밸리 103호, 104호",332050.7,244540.7,2017-03-20,2021-04-19,2771025900,달성군 유가읍
3480000-101-1993-00054,1993-07-06,2007-06-29,폐업,한식,대구광역시 달성군 논공읍 금포리 961-1,329137.7,254169.5,1993-07-06,2007-06-29,2771025300,달성군 논공읍
3480000-101-1995-00124,1995-09-21,2016-08-22,폐업,한식,대구광역시 달성군 화원읍 천내리 39-14,335474.7,257103.0,1995-09-21,2016-08-22,2771025000,달성군 화원읍
3480000-101-2017-00150,2017-06-20,2018-05-28,폐업,한식,대구광역시 달성군 다사읍 죽곡리 854-8,332508.4,262085.9,2017-06-20,2018-05-28,2771025600,달성군 다사읍
3480000-101-2017-00112,2017-05-08,2021-05-14,폐업,한식,대구광역시 달성군 유가읍 봉리 617 리치안프라자 101호,332053.3,244590.0,2017-05-08,2021-05-14,2771025900,달성군 유가읍
3480000-101-2019-00331,2019-12-17,2023-05-19,폐업,기타,대구광역시 달성군 현풍읍 중리 490 404호,331615.5,244670.8,2019-12-17,2023-05-19,2771026500,달성군 현풍읍
3480000-101-2014-00055,2014-04-04,2018-10-04,폐업,한식,대구광역시 달성군 현풍읍 원교리 12-5 현풍공설시장 104호,330334.7,244842.3,2014-04-04,2018-10-04,2771026500,달성군 현풍읍
3480000-101-2002-00059,2002-04-26,2020-12-17,폐업,횟집,대구광역시 달성군 가창면 용계리 53-7,346550.0,256995.7,2002-04-26,2020-12-17,2771031000,달성군 가창면
3480000-101-2024-00076,2024-04-17,2025-03-19,폐업,한식,대구광역시 달성군 다사읍 매곡리 1534-12,332463.3,263622.9,2024-04-17,2025-03-19,2771025600,달성군 다사읍
3480000-101-2020-00133,2020-07-15,2022-11-17,폐업,경양식,대구광역시 달성군 옥포읍 강림리 1123 109호,329894.3,254196.8,2020-07-15,2022-11-17,2771026200,달성군 옥포읍
3480000-101-1993-00034,1993-05-12,2003-03-17,폐업,한식,대구광역시 달성군 가창면 용계리 444-3,,,1993-05-12,2003-03-17,,
3480000-101-2023-00111,2023-04-24,2024-12-02,폐업,기타,대구광역시 달성군 다사읍 세천리 1567-10 지상2층,333369.4,265179.4,2023-04-24,2024-12-02,2771025600,달성군 다사읍
3480000-101-1995-00134,1995-10-10,2012-09-06,폐업,한식,대구광역시 달성군 논공읍 북리 824-122,330842.1,248585.8,1995-10-10,2012-09-06,2771025300,달성군 논공읍
3480000-101-1998-00082,1998-08-27,2004-10-28,폐업,한식,대구광역시 달성군 논공읍 남리 11,328727.6,249117.7,1998-08-27,2004-10-28,2771025300,달성군 논공읍
3480000-101-1982-00003,1982-03-25,2002-07-22,폐업,한식,대구광역시 달성군 화원읍 성산리 310,333854.3,258064.1,1982-03-25,2002-07-22,2771025000,달성군 화원읍
3480000-101-2018-00062,2018-03-27,,영업/정상,기타,대구광역시 달성군 현풍읍 중리 503-1 111호,331515.6,244431.0,2018-03-27,,2771026500,달성군 현풍읍
3480000-101-1997-00093,1997-05-26,2009-10-30,폐업,한식,대구광역시 달성군 다사읍 서재리 170-1,335194.4,264901.9,1997-05-26,2009-10-30,2771025600,달성군 다사읍
3480000-101-2000-00153,2000-08-18,2025-01-20,폐업,한식,대구광역시 달성군 가창면 삼산리 846-1,350061.3,249661.4,2000-08-18,2025-01-20,2771031000,달성군 가창면
3480000-101-2002-00082,2002-06-15,2021-09-10,폐업,한식,대구광역시 달성군 구지면 내리 265-1,327783.9,238554.6,2002-06-15,2021-09-10,2771038000,달성군 구지면
3480000-101-2001-00142,2001-09-21,2001-10-10,폐업,한식,대구광역시 달성군 논공읍 남리 224-89,329928.4,248480.5,2001-09-21,2001-10-10,2771025300,달성군 논공읍
3480000-101-1993-00085,1993-11-11,2003-04-22,폐업,한식,대구광역시 달성군 논공읍 남리 570-3,330743.8,248352.7,1993-11-11,2003-04-22,2771025300,달성군 논공읍
3480000-101-1993-00090,1993-12-03,2000-12-27,폐업,한식,대구광역시 달성군 화원읍 천내리 384-9,335425.7,256791.1,1993-12-03,2000-12-27,2771025000,달성군 화원읍
3480000-101-2016-00191,2016-08-02,2024-05-16,폐업,식육(숯불구이),대구광역시 달성군 현풍읍 중리 455-11,331340.8,245116.8,2016-08-02,2024-05-16,2771026500,달성군 현풍읍
3480000-101-2000-00052,2000-04-11,2004-11-25,폐업,한식,대구광역시 달성군 다사읍 매곡리 719-2 강창삼산타운상가 104동 7호,331685.4,263366.3,2000-04-11,2004-11-25,2771025600,달성군 다사읍
3480000-101-2001-00192,2001-12-05,2019-02-13,폐업,한식,대구광역시 달성군 화원읍 설화리 840,,,2001-12-05,2019-02-13,,
3480000-101-1990-00053,1990-12-20,,영업/정상,한식,대구광역시 달성군 화원읍 천내리 39-18,335425.3,257066.3,1990-12-20,,2771025000,달성군 화원읍
3480000-101-2022-00141,2022-07-12,,영업/정상,호프/통닭,대구광역시 달성군 다사읍 매곡리 1578 힐스테이트 다사역 1081 109동 401동,331454.0,263711.0,2022-07-12,,2771025600,달성군 다사읍
3480000-101-2004-00055,2004-07-02,2012-01-16,폐업,한식,대구광역시 달성군 화원읍 본리리 101-5,336361.6,256682.4,2004-07-02,2012-01-16,2771025000,달성군 화원읍
3480000-101-2019-00014,2019-01-15,2019-12-17,폐업,기타,대구광역시 달성군 유가읍 봉리 614-2 302~3호,331993.4,244540.3,2019-01-15,2019-12-17,2771025900,달성군 유가읍
3480000-101-2017-00074,2017-03-22,,영업/정상,한식,대구광역시 달성군 다사읍 문양리 479-1,329842.2,263482.7,2017-03-22,,2771025600,달성군 다사읍
3480000-101-2014-00030,2014-03-04,,영업/정상,경양식,대구광역시 달성군 다사읍 서재리 85-2,335112.0,265053.6,2014-03-04,,2771025600,달성군 다사읍
3480000-101-2014-00034,2014-03-07,2019-01-18,폐업,경양식,"대구광역시 달성군 다사읍 죽곡리 808-1 대원타워빌딩 107,108호",332194.0,262922.6,2014-03-07,2019-01-18,2771025600,달성군 다사읍
3480000-101-2011-00045,2011-03-25,2013-07-10,폐업,한식,대구광역시 달성군 다사읍 죽곡리 5-17 (2층),,,2011-03-25,2013-07-10,,
3480000-101-2011-00089,2011-06-13,2021-02-24,폐업,호프/통닭,대구광역시 달성군 구지면 응암리 1185-12 (1층),327995.2,240316.9,2011-06-13,2021-02-24,2771038000,달성군 구지면
3480000-101-2012-00156,2012-12-06,2021-05-31,폐업,한식,대구광역시 달성군 다사읍 세천리 1686-4 .  1층,332836.0,264542.8,2012-12-06,2021-05-31,2771025600,달성군 다사읍
3480000-101-2013-00021,2013-03-14,2014-11-27,폐업,통닭(치킨),대구광역시 달성군 다사읍 죽곡리 827-1 101호,332498.9,262174.0,2013-03-14,2014-11-27,2771025600,달성군 다사읍
3480000-101-1997-00107,1997-06-13,2008-01-18,폐업,호프/통닭,대구광역시 달성군 옥포읍 강림리 565-6 566-9,329310.7,254270.4,1997-06-13,2008-01-18,2771026200,달성군 옥포읍
3480000-101-1997-00048,1997-04-07,,영업/정상,식육(숯불구이),대구광역시 달성군 논공읍 북리 803-127,330466.8,248688.6,1997-04-07,,2771025300,달성군 논공읍
3480000-101-2001-00181,2001-11-19,,영업/정상,한식,대구광역시 달성군 다사읍 서재리 56,335154.9,265265.1,2001-11-19,,2771025600,달성군 다사읍
3480000-101-2003-00158,2003-10-04,,영업/정상,호프/통닭,대구광역시 달성군 현풍읍 중리 471-2 1층,331708.6,245205.4,2003-10-04,,2771026500,달성군 현풍읍
3480000-101-2011-00009,2011-01-28,2018-08-10,폐업,한식,"대구광역시 달성군 다사읍 서재리 131-1 , 산8번지  A동(1층)",335164.2,265124.1,2011-01-28,2018-08-10,2771025600,달성군 다사읍
3480000-101-2016-00266,2016-10-19,,영업/정상,분식,대구광역시 달성군 현풍읍 중리 106-2,331130.3,245040.4,2016-10-19,,2771026500,달성군 현풍읍
3480000-101-2002-00042,2002-04-04,,영업/정상,횟집,대구광역시 달성군 구지면 응암리 1184-1 (1층),328052.7,240330.9,2002-04-04,,2771038000,달성군 구지면
3480000-101-2010-00013,2010-02-09,2011-05-31,폐업,한식,대구광역시 달성군 다사읍 죽곡리 129-1 외 7필지 강창하이츠 301동 110호,331916.6,263290.2,2010-02-09,2011-05-31,2771025600,달성군 다사읍
3480000-101-2002-00127,2002-10-29,2016-12-27,폐업,한식,대구광역시 달성군 유가읍 봉리 578-5,332044.6,245334.9,2002-10-29,2016-12-27,2771025900,달성군 유가읍
3480000-101-2010-00132,2010-10-14,,영업/정상,한식,대구광역시 달성군 화원읍 성산리 487-11,334924.4,256766.8,2010-10-14,,2771025000,달성군 화원읍
3480000-101-2020-00070,2020-04-13,,영업/정상,한식,대구광역시 달성군 논공읍 상리 811-6 1층,327482.3,250377.7,2020-04-13,,2771025300,달성군 논공읍
3480000-101-2025-00020,2025-02-12,,영업/정상,식육(숯불구이),대구광역시 달성군 옥포읍 본리리 1149 세광무지개마을,331371.8,255976.8,2025-02-12,,2771026200,달성군 옥포읍
3480000-101-2022-00282,2022-12-26,,영업/정상,한식,대구광역시 달성군 다사읍 매곡리 1549-3,332427.4,262949.6,2022-12-26,,2771025600,달성군 다사읍
3480000-101-1995-00199,1995-12-29,,영업/정상,한식,"대구광역시 달성군 다사읍 부곡리 221-1 , 2",330080.0,263830.7,1995-12-29,,2771025600,달성군 다사읍
3480000-101-1996-00153,1996-07-22,,영업/정상,한식,대구광역시 달성군 유가읍 유곡리 793-1,330991.0,242275.3,1996-07-22,,2771038000,달성군 구지면
3480000-101-2009-00046,2009-04-30,,영업/정상,한식,대구광역시 달성군 화원읍 성산리 313-12,333508.8,257762.3,2009-04-30,,2771025000,달성군 화원읍
3480000-101-2003-00112,2003-10-29,,영업/정상,한식,대구광역시 달성군 화원읍 본리리 97-3,336311.8,256723.9,2003-10-29,,2771025000,달성군 화원읍
3480000-101-2000-00042,2000-03-30,,영업/정상,한식,대구광역시 달성군 논공읍 북리 486-3,331236.6,248584.1,2000-03-30,,2771025300,달성군 논공읍
3480000-101-1994-00041,1994-06-11,,영업/정상,한식,대구광역시 달성군 가창면 냉천리 659,348614.6,254243.1,1994-06-11,,2771031000,달성군 가창면
3480000-101-2022-00088,2022-05-09,,영업/정상,식육(숯불구이),대구광역시 달성군 유가읍 봉리 610 1층 104호,331919.6,244628.4,2022-05-09,,2771025900,달성군 유가읍
3480000-101-2019-00121,2019-04-23,,영업/정상,기타,대구광역시 달성군 가창면 행정리 664-2 1층,349364.5,255302.6,2019-04-23,,2771031000,달성군 가창면
3480000-101-1998-00090,1998-09-03,2009-05-29,폐업,한식,대구광역시 달성군 현풍읍 원교리 22-2,330482.6,244804.0,1998-09-03,2009-05-29,2771026500,달성군 현풍읍
3480000-101-1995-00111,1995-08-28,2014-01-17,폐업,한식,대구광역시 달성군 가창면 삼산리 826,350065.1,249720.7,1995-08-28,2014-01-17,2771031000,달성군 가창면
3480000-101-2018-00247,2018-10-19,2022-07-19,폐업,호프/통닭,"대구광역시 달성군 유가읍 봉리 614-2 205호,206호",331993.4,244540.3,2018-10-19,2022-07-19,2771025900,달성군 유가읍
3480000-101-1995-00038,1995-04-01,2023-12-28,폐업,한식,대구광역시 달성군 가창면 주리 443-3,347408.9,251513.1,1995-04-01,2023-12-28,2771031000,달성군 가창면
3480000-101-1998-00072,1998-07-24,2013-07-05,폐업,한식,대구광역시 달성군 현풍읍 하리 141-1,330624.2,244847.2,1998-07-24,2013-07-05,2771026500,달성군 현풍읍
3480000-101-1997-00185,1997-12-27,2002-12-27,폐업,한식,대구광역시 달성군 다사읍 서재리 58-2,335156.7,265312.1,1997-12-27,2002-12-27,2771025600,달성군 다사읍
3480000-101-1976-00005,1976-12-15,2006-04-20,폐업,한식,대구광역시 달성군 현풍읍 하리 144,,,1976-12-15,2006-04-20,,
3480000-101-2006-00115,2006-12-28,2022-09-15,폐업,기타,대구광역시 달성군 현풍읍 하리 114,330560.2,244847.3,2006-12-28,2022-09-15,2771026500,달성군 현풍읍
3480000-101-2025-00140,2025-08-27,,영업/정상,기타,대구광역시 달성군 유가읍 봉리 616-1,332087.4,244629.9,2025-08-27,,2771025900,달성군 유가읍
3480000-101-2013-00037,2013-04-10,2014-04-30,폐업,한식,대구광역시 달성군 현풍읍 상리 163,,,2013-04-10,2014-04-30,,
3480000-101-2020-00126,2020-07-09,2023-01-05,폐업,식육(숯불구이),대구광역시 달성군 현풍읍 중리 470-3 1층,331663.0,245210.3,2020-07-09,2023-01-05,2771026500,달성군 현풍읍
3480000-101-2022-00272,2022-12-07,2025-10-29,폐업,기타,대구광역시 달성군 논공읍 북리 824-33 103호,330732.1,248557.6,2022-12-07,2025-10-29,2771025300,달성군 논공읍
3480000-101-1995-00043,1995-04-08,2004-03-30,폐업,한식,대구광역시 달성군 논공읍 남리 578-9,330735.3,248343.6,1995-04-08,2004-03-30,2771025300,달성군 논공읍
3480000-101-2007-00067,2007-07-12,2009-12-15,폐업,중국식,대구광역시 달성군 다사읍 매곡리 719-3 203동 207호,331781.8,263289.8,2007-07-12,2009-12-15,2771025600,달성군 다사읍
3480000-101-2009-00041,2009-04-23,2014-02-18,폐업,통닭(치킨),대구광역시 달성군 논공읍 남리 1081,330200.8,248836.2,2009-04-23,2014-02-18,2771025300,달성군 논공읍
3480000-101-2013-00102,2013-08-22,2013-09-30,폐업,한식,대구광역시 달성군 유가읍 금리 320 대구테크노폴리스,,,2013-08-22,2013-09-30,,
3480000-101-1991-00040,1991-09-16,2002-04-27,폐업,한식,대구광역시 달성군 현풍읍 부리 305,330511.3,245163.0,1991-09-16,2002-04-27,2771026500,달성군 현풍읍
3480000-101-2000-00009,2000-01-25,2003-03-11,폐업,한식,"대구광역시 달성군 논공읍 북리 835-17 , 18, 19 일산상가빌라 105, 106호",331138.0,248439.3,2000-01-25,2003-03-11,2771025300,달성군 논공읍
3480000-101-2014-00208,2014-11-21,2017-03-30,폐업,한식,대구광역시 달성군 구지면 창리 415-3,327457.2,240792.2,2014-11-21,2017-03-30,2771038000,달성군 구지면
3480000-101-2013-00001,2013-01-03,2016-02-16,폐업,경양식,대구광역시 달성군 다사읍 죽곡리 825-5 . 4층,332580.0,262250.9,2013-01-03,2016-02-16,2771025600,달성군 다사읍
3480000-101-1998-00151,1998-12-23,2018-04-27,폐업,분식,대구광역시 달성군 현풍읍 성하리 402-1,330292.7,245360.3,1998-12-23,2018-04-27,2771026500,달성군 현풍읍
3480000-101-2000-00214,2000-12-01,2001-05-30,폐업,중국식,대구광역시 달성군 화원읍 명곡리 0 택지개발지구 준주거용지 9호,,,2000-12-01,2001-05-30,,
3480000-101-2000-00054,2000-04-14,2009-09-03,폐업,중국식,대구광역시 달성군 화원읍 명곡리 105-2 108호,335133.7,256394.3,2000-04-14,2009-09-03,2771025000,달성군 화원읍
3480000-101-2017-00218,2017-09-11,2021-04-12,폐업,한식,대구광역시 달성군 유가읍 봉리 589-6,331962.8,245192.5,2017-09-11,2021-04-12,2771025900,달성군 유가읍
3480000-101-2011-00080,2011-05-27,2019-10-29,폐업,한식,대구광역시 달성군 가창면 냉천리 2-25 (1층),347803.6,255556.0,2011-05-27,2019-10-29,2771031000,달성군 가창면
3480000-101-2010-00095,2010-08-18,2026-06-30,폐업,"외국음식전문점(인도,태국등)",대구광역시 달성군 논공읍 북리 824-4,,,2010-08-18,2026-06-30,,
3480000-101-2023-00189,2023-07-25,,영업/정상,기타,대구광역시 달성군 현풍읍 중리 465-4,331549.7,245148.5,2023-07-25,,2771026500,달성군 현풍읍
3480000-101-2024-00032,2024-03-04,,영업/정상,식육(숯불구이),대구광역시 달성군 유가읍 봉리 660 예미지 더 센트럴,332157.6,244373.8,2024-03-04,,2771025900,달성군 유가읍
3480000-101-2021-00048,2021-03-03,2023-05-18,폐업,한식,대구광역시 달성군 옥포읍 강림리 905 1층,329601.0,253922.8,2021-03-03,2023-05-18,2771026200,달성군 옥포읍
3480000-101-2017-00065,2017-03-15,,영업/정상,식육(숯불구이),대구광역시 달성군 논공읍 북리 824-26 108호,330715.4,248586.1,2017-03-15,,2771025300,달성군 논공읍
3480000-101-2024-00014,2024-01-26,,영업/정상,식육(숯불구이),대구광역시 달성군 현풍읍 원교리 1-2,330439.3,244841.5,2024-01-26,,2771026500,달성군 현풍읍
3480000-101-2020-00016,2020-01-28,,영업/정상,한식,대구광역시 달성군 다사읍 서재리 527 1층,334766.5,264583.7,2020-01-28,,2771025600,달성군 다사읍
3480000-101-2018-00157,2018-07-03,,영업/정상,식육(숯불구이),대구광역시 달성군 유가읍 봉리 617-1,332087.7,244589.9,2018-07-03,,2771025900,달성군 유가읍
3480000-101-1997-00064,1997-04-16,2007-10-15,폐업,한식,대구광역시 달성군 화원읍 천내리 46-5,335736.7,257190.2,1997-04-16,2007-10-15,2771025000,달성군 화원읍
3480000-101-2022-00069,2022-04-14,,영업/정상,기타,"대구광역시 달성군 가창면 삼산리 978-6 1,2층",349841.8,248944.4,2022-04-14,,2771031000,달성군 가창면
3480000-101-2012-00027,2012-03-09,2016-05-23,폐업,중국식,대구광역시 달성군 현풍읍 대리 875-1,328894.5,241550.8,2012-03-09,2016-05-23,2771026500,달성군 현풍읍
3480000-101-2017-00097,2017-04-17,2017-04-30,폐업,한식,대구광역시 달성군 유가읍 용리 산 10,337147.6,244500.1,2017-04-17,2017-04-30,2771025900,달성군 유가읍
3480000-101-2019-00005,2019-01-07,2022-06-07,폐업,일식,대구광역시 달성군 화원읍 천내리 918 화원이진캐스빌 110동 219호,335052.7,256949.5,2019-01-07,2022-06-07,2771025000,달성군 화원읍
3480000-101-2011-00155,2011-09-30,,영업/정상,"외국음식전문점(인도,태국등)",대구광역시 달성군 논공읍 북리 824-7 (2층),330649.8,248630.5,2011-09-30,,2771025300,달성군 논공읍
3480000-101-2022-00274,2022-12-08,,영업/정상,기타,대구광역시 달성군 하빈면 묘리 744-1 1층,327858.3,268582.2,2022-12-08,,2771033000,달성군 하빈면
3480000-101-2023-00306,2023-12-19,,영업/정상,기타,대구광역시 달성군 유가읍 가태리 945-2,332756.2,239278.2,2023-12-19,,2771025900,달성군 유가읍
3480000-101-2019-00342,2019-04-25,,영업/정상,한식,대구광역시 달성군 다사읍 매곡리 1548-1 1층,332408.1,263010.2,2019-04-25,,2771025600,달성군 다사읍
3480000-101-2025-00021,2025-02-14,,영업/정상,한식,대구광역시 달성군 현풍읍 원교리 200,330750.3,244318.1,2025-02-14,,2771026500,달성군 현풍읍
3480000-101-2015-00063,2015-03-31,,영업/정상,통닭(치킨),대구광역시 달성군 다사읍 매곡리 719-2 강창1차삼산타운,331685.4,263366.3,2015-03-31,,2771025600,달성군 다사읍
3480000-101-2017-00204,2017-08-25,,영업/정상,한식,대구광역시 달성군 유가읍 봉리 613-1,331871.3,244537.9,2017-08-25,,2771026500,달성군 현풍읍
3480000-101-2023-00009,2023-01-06,,영업/정상,기타,대구광역시 달성군 옥포읍 반송리 59-2 지상1층,335890.5,251611.1,2023-01-06,,2771026200,달성군 옥포읍
